"Plate"	"Well.position"	"CTB"	"row"	"column"	"Replicate"	"Product.."	"Probe.ID"	"miRBase.ID.miRPlus.ID"	"miRBase.accession"	"Comment.in.miRBase"	"Sample"	"Control"	"poc"	"npi"	"rzscore"	"zscore"	"centered"	"rcentered"	"Bscore"	"posEffectNorm"	"wellCount"
"1"	"B9"	5584	2	9	"1"	""	44843	"hsa-mir-138-1*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004607' target='_blank'>MIMAT0004607</a>"	NA	"hsa-mir-138-1*"	NA	0.981974852721358	0.101334651507662	-0.12707796917675	-0.18152776528916	0.977213233095865	0.988493538679412	-0.00650663640255955	-0.0862916591325381	21
"1"	"B10"	6680	2	10	"1"	"410055-00"	NA	"hsa-mir-138-2*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004596' target='_blank'>MIMAT0004596</a>"	NA	"hsa-mir-138-2*"	NA	1.17471203728128	-0.982204646564508	2.01565209571122	1.34644226292398	1.1690158304227	1.18251017879271	1.95055518409688	1.74885400286425	22
"1"	"B11"	5288	2	11	"1"	"410059-00"	NA	"hsa-mir-141*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004598' target='_blank'>MIMAT0004598</a>"	NA	"hsa-mir-141*"	NA	0.929921744482546	0.393969352446861	-0.705771490350872	-0.594191203565701	0.925412531628032	0.936094884050274	-0.664318412424706	-0.868295449756517	23
"1"	"B12"	5874	2	12	"1"	""	NA	""	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=' target='_blank'></a>"	NA	""	"NEG"	1.03297283038776	-0.18536826495304	0.439885277919519	0.222770873562858	1.02796392034475	1.03983005841742	0.890676045020792	0.742259217370387	24
"1"	"C1"	6055	3	1	"1"	"410061-00"	NA	"hsa-mir-143*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004599' target='_blank'>MIMAT0004599</a>"	NA	"hsa-mir-143*"	NA	1.06480260265541	-0.364310430054375	0.793748545934776	0.475108989536013	1.05963934928285	1.07187112763321	0.774625755380774	0.695684868871851	25
"1"	"C2"	5530	3	2	"1"	""	44856	"hsa-mir-144*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004600' target='_blank'>MIMAT0004600</a>"	NA	"hsa-mir-144*"	NA	0.972478677569683	0.154720711814137	-0.232650435877434	-0.25681096010988	0.967763105125382	0.978934324659232	0.0595067028741127	-0.53304188518534	26
"1"	"C3"	5892	3	3	"1"	"410062-00"	NA	"hsa-mir-145*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004601' target='_blank'>MIMAT0004601</a>"	NA	"hsa-mir-145*"	NA	1.03613822210499	-0.203163618388532	0.47507610015308	0.247865271836431	1.03111396300158	1.04301646309081	1.30041085284958	0.232883244948979	27
"1"	"C4"	5140	3	4	"1"	"410064-00"	NA	"hsa-mir-146a*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004608' target='_blank'>MIMAT0004608</a>"	NA	"hsa-mir-146a*"	NA	0.903895190363141	0.540286702916461	-0.995118250937933	-0.800522922703972	0.899512180894116	0.909895556735705	0.0206807175799663	-0.701538057159989	28
"1"	"C5"	4989	3	5	"1"	"410065-00"	NA	"hsa-mir-146b-3p"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004766' target='_blank'>MIMAT0004766</a>"	NA	"hsa-mir-146b-3p"	NA	0.877341070957531	0.689569945625309	-1.29033014856392	-1.01103704155451	0.873086823050729	0.883165161975571	-0.458030545633699	-1.06643424289169	29
"1"	"C6"	4842	3	6	"1"	"410067-00"	NA	"hsa-mir-147"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000251' target='_blank'>MIMAT0000251</a>"	NA	"hsa-mir-147"	NA	0.851490371933527	0.834898665348492	-1.57772186347134	-1.21597462745536	0.847361474686636	0.857142857142857	-0.429468550157674	-1.32076038007674	30
"1"	"C7"	4992	3	7	"1"	"410072-00"	NA	"hsa-mir-148b*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004699' target='_blank'>MIMAT0004699</a>"	NA	"hsa-mir-148b*"	NA	0.877868636243735	0.68660405338606	-1.28446501152499	-1.00685464184224	0.8736118301602	0.883696229421136	-0.276119654660731	-0.923106259408668	31
"1"	"C8"	4788	3	8	"1"	""	44870	"hsa-mir-149*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004609' target='_blank'>MIMAT0004609</a>"	NA	"hsa-mir-149*"	NA	0.841994196781852	0.888284725654968	-1.68329433017202	-1.29125782227608	0.837911346716154	0.847583643122677	-0.93200693259198	-1.18585614722434	32
"1"	"C9"	5897	3	9	"1"	""	44872	"hsa-mir-150*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004610' target='_blank'>MIMAT0004610</a>"	NA	"hsa-mir-150*"	NA	1.03701749758199	-0.208106772120613	0.484851328551292	0.254835938023535	1.0319889748507	1.04390157550009	1.16688734244776	0.833849832445008	33
"1"	"C10"	5356	3	10	"1"	"410075-00"	NA	"hsa-mir-151-3p"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000757' target='_blank'>MIMAT0000757</a>"	NA	"hsa-mir-151-3p"	NA	0.941879890969841	0.326742461690559	-0.572828384135195	-0.49939014342109	0.937312692776048	0.948132412816428	-0.0764606146272608	-0.381960173045534	34
"1"	"C11"	5675	3	11	"1"	"410078-00"	NA	"hsa-mir-155"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000646' target='_blank'>MIMAT0000646</a>"	NA	"hsa-mir-155"	NA	0.997977666402884	0.0113692535837865	0.0508311876706999	-0.0546616406838714	0.993138448749827	1.00460258452824	0.65374894671914	0.153119682435631	35
"1"	"C12"	5122	3	12	"1"	""	NA	""	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=' target='_blank'></a>"	NA	""	"POS"	0.900729798645916	0.558082056351953	-1.03030907317149	-0.825617320977546	0.896362138237289	0.906709152062312	-0.0180536249479469	-0.399595853423979	36
"1"	"D1"	6049	4	1	"1"	"410079-00"	NA	"hsa-mir-155*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004658' target='_blank'>MIMAT0004658</a>"	NA	"hsa-mir-155*"	NA	1.063747472083	-0.358378645575877	0.782018271856922	0.466744190111489	1.05858933506391	1.07080899274208	0.459557925070919	0.705156121442922	37
"1"	"D2"	4805	4	2	"1"	"410081-00"	NA	"hsa-mir-15a*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004488' target='_blank'>MIMAT0004488</a>"	NA	"hsa-mir-15a*"	NA	0.844983733403675	0.871478002965892	-1.65005855361811	-1.26755755723992	0.840886387003157	0.850593025314215	-1.66123897109856	-1.82561234516965	38
"1"	"D3"	5265	4	3	"1"	"410085-00"	NA	"hsa-mir-16-1*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004489' target='_blank'>MIMAT0004489</a>"	NA	"hsa-mir-16-1*"	NA	0.925877077288314	0.416707859614434	-0.750737540982645	-0.626256268026378	0.921387477122086	0.932023366967605	-0.22874034451815	-0.893082212728968	39
"1"	"D4"	5274	4	4	"1"	"410086-00"	NA	"hsa-mir-16-2*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004518' target='_blank'>MIMAT0004518</a>"	NA	"hsa-mir-16-2*"	NA	0.927459773146927	0.407810182896688	-0.733142129865864	-0.613709068889592	0.9229624984505	0.933616569304302	-0.0206807175799663	-0.427230408262692	40
"1"	"D5"	5604	4	5	"1"	"410087-00"	NA	"hsa-mir-17*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000071' target='_blank'>MIMAT0000071</a>"	NA	"hsa-mir-17*"	NA	0.985491954629385	0.0815620365793376	-0.0879770555839037	-0.153645100540745	0.98071328049234	0.992033988316516	0.440984991114317	0.117654260897389	41
"1"	"D6"	4541	4	6	"1"	"410090-00"	NA	"hsa-mir-181a-2*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004558' target='_blank'>MIMAT0004558</a>"	NA	"hsa-mir-181a-2*"	NA	0.798557988217709	1.13247652001977	-2.16619061304367	-1.635608731919	0.794685761369685	0.803859090104443	-1.32127485596201	-1.87639613329114	42
"1"	"D7"	5057	4	7	"1"	"410092-00"	NA	"hsa-mir-181c*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004559' target='_blank'>MIMAT0004559</a>"	NA	"hsa-mir-181c*"	NA	0.889299217444825	0.622343054869006	-1.15738704234824	-0.916235981409894	0.884986984198744	0.895202690741724	-0.452379241715983	-0.780373518234904	43
"1"	"D8"	5421	4	8	"1"	"410094-00"	NA	"hsa-mir-182*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000260' target='_blank'>MIMAT0000260</a>"	NA	"hsa-mir-182*"	NA	0.953310472170931	0.262481463173505	-0.445750414958446	-0.408771482988742	0.948687846814592	0.959638874137015	0.00219942638959759	0.066756462002265	44
"1"	"D9"	5532	4	9	"1"	"410097-00"	NA	"hsa-mir-185*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004611' target='_blank'>MIMAT0004611</a>"	NA	"hsa-mir-185*"	NA	0.972830387760485	0.152743450321305	-0.22874034451815	-0.254022693635039	0.96811310986503	0.979288369622942	0.149958113146314	0.151039983119539	45
"1"	"D10"	5012	4	10	"1"	"410098-00"	NA	"hsa-mir-186*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004612' target='_blank'>MIMAT0004612</a>"	NA	"hsa-mir-186*"	NA	0.881385738151763	0.666831438457736	-1.24536409793215	-0.978971977093828	0.877111877556675	0.88723667905824	-1.05233388465622	-1.01527464493007	46
"1"	"D11"	7001	4	11	"1"	""	44905	"hsa-mir-187*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004561' target='_blank'>MIMAT0004561</a>"	NA	"hsa-mir-187*"	NA	1.23116152290513	-1.29955511616411	2.6432217588764	1.79395903213604	1.22519159113613	1.23933439546822	2.94280196169284	2.66969448317565	47
"1"	"D12"	5986	4	12	"1"	""	NA	""	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=' target='_blank'></a>"	NA	""	"GAPDH"	1.05266860107272	-0.296094908551656	0.658850394039457	0.378913796153981	1.04756418576502	1.0596565763852	1.367768286031	1.32823032212655	48
"1"	"E1"	5857	5	1	"1"	"410103-00"	NA	"hsa-mir-18b"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0001412' target='_blank'>MIMAT0001412</a>"	NA	"hsa-mir-18b"	NA	1.02998329376594	-0.168561542263964	0.406649501365599	0.199070608526705	1.02498888005775	1.03682067622588	-0.0990963778868693	0.653296650081339	49
"1"	"E2"	5258	5	2	"1"	"410104-00"	NA	"hsa-mir-18b*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004751' target='_blank'>MIMAT0004751</a>"	NA	"hsa-mir-18b*"	NA	0.924646091620505	0.423628274839348	-0.764422860740141	-0.636015200688324	0.92016246053332	0.930784209594618	-0.958888810687062	-0.74024571407757	50
"1"	"E3"	5468	5	3	"1"	"410105-00"	NA	"hsa-mir-191*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0001618' target='_blank'>MIMAT0001618</a>"	NA	"hsa-mir-191*"	NA	0.961575661654796	0.216015818091943	-0.353863268015257	-0.343247220829966	0.956912958196309	0.96795893078421	-0.0151516040172279	-0.242302351566727	51
"1"	"E4"	5193	5	4	"1"	"410107-00"	NA	"hsa-mir-192*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004543' target='_blank'>MIMAT0004543</a>"	NA	"hsa-mir-192*"	NA	0.913215510419414	0.487889273356401	-0.891500829916891	-0.726633861120672	0.908787306494775	0.919277748274031	-0.362324950097459	-0.303985122280298	52
"1"	"E5"	5087	5	5	"1"	"410108-00"	NA	"hsa-mir-193a-5p"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004614' target='_blank'>MIMAT0004614</a>"	NA	"hsa-mir-193a-5p"	NA	0.894574870306867	0.59268413247652	-1.09873567195898	-0.874411984287272	0.890237055293457	0.90051336519738	-0.75305915772722	-0.592867594744942	53
"1"	"E6"	5765	5	6	"1"	""	44920	"hsa-mir-193b"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0002819' target='_blank'>MIMAT0002819</a>"	NA	"hsa-mir-193b"	NA	1.01380462498901	-0.0776075135936728	0.226785298838507	0.070810350683996	1.00888866203396	1.0205346078952	0.888415523453706	0.758879037182163	54
"1"	"E7"	5150	5	7	"1"	""	44921	"hsa-mir-193b*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004767' target='_blank'>MIMAT0004767</a>"	NA	"hsa-mir-193b*"	NA	0.905653741317155	0.530400395452299	-0.97556779414151	-0.786581590329765	0.901262204592354	0.911665781554257	-0.453845525975714	-0.323752708713788	55
"1"	"E8"	5528	5	8	"1"	"410109-00"	NA	"hsa-mir-194*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004671' target='_blank'>MIMAT0004671</a>"	NA	"hsa-mir-194*"	NA	0.97212696737888	0.15669797330697	-0.236560527236719	-0.259599226584722	0.967413100385734	0.978580279695521	0.0281037816448581	0.577777245486683	56
"1"	"E9"	5719	5	9	"1"	"410111-00"	NA	"hsa-mir-195*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004615' target='_blank'>MIMAT0004615</a>"	NA	"hsa-mir-195*"	NA	1.00571529060055	-0.0321304992585269	0.136853197574961	0.00668022176264151	1.00083855302207	1.01239157372986	0.332266122772959	0.820336461528004	57
"1"	"E10"	5646	5	10	"1"	""	44930	"hsa-mir-198"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000228' target='_blank'>MIMAT0000228</a>"	NA	"hsa-mir-198"	NA	0.992877868636244	0.0400395452298567	-0.00586513703892691	-0.0950915045690732	0.988063380024938	0.999468932554434	0.0038795437705402	0.485932919677839	58
"1"	"E11"	5664	5	11	"1"	"410117-00"	NA	"hsa-mir-199b-5p"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000263' target='_blank'>MIMAT0000263</a>"	NA	"hsa-mir-199b-5p"	NA	0.996043260353469	0.0222441917943648	0.0293256851946346	-0.0699971062954997	0.991213422681765	1.00265533722783	0.145620355544607	0.450727942869296	59
"1"	"E12"	5831	5	12	"1"	""	NA	""	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=' target='_blank'></a>"	NA	""	"NEG"	1.0254110612855	-0.142857142857143	0.3558183136949	0.162823144353765	1.02043881844233	1.03221809169765	0.88145067321998	1.34467062429211	60
"1"	"F1"	6221	6	1	"1"	"410120-00"	NA	"hsa-mir-19b-1*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004491' target='_blank'>MIMAT0004491</a>"	NA	"hsa-mir-19b-1*"	NA	1.09399454849204	-0.528423133959466	1.1182861287554	0.706535106947857	1.0886897426736	1.10125685962117	0.0990963778868693	1.12335173557427	61
"1"	"F2"	7028	6	2	"1"	"410121-00"	NA	"hsa-mir-19b-2*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004492' target='_blank'>MIMAT0004492</a>"	NA	"hsa-mir-19b-2*"	NA	1.23590961048096	-1.32624814631735	2.69600799222674	1.8316006295464	1.22991665512137	1.24411400247831	1.98809817066376	2.30316164368753	62
"1"	"F3"	5727	6	3	"1"	"410128-00"	NA	"hsa-mir-202"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0002811' target='_blank'>MIMAT0002811</a>"	NA	"hsa-mir-202"	NA	1.00712213136376	-0.0400395452298567	0.1524935630121	0.0178332876620075	1.00223857198066	1.01380775358471	-0.0222386446059312	0.0410944835459185	63
"1"	"F4"	5702	6	4	"1"	""	44954	"hsa-mir-20a*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004493' target='_blank'>MIMAT0004493</a>"	NA	"hsa-mir-20a*"	NA	1.00272575397872	-0.0153237765694513	0.103617421021042	-0.0170200432735112	0.997863512735068	1.00938219153833	0.119349429224414	0.485073136075548	64
"1"	"F5"	5340	6	5	"1"	"410134-00"	NA	"hsa-mir-20b*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004752' target='_blank'>MIMAT0004752</a>"	NA	"hsa-mir-20b*"	NA	0.939066209443419	0.342560553633218	-0.604109115009472	-0.521696275219822	0.934512654858868	0.945300053106745	-0.771876472393778	-0.296092715819957	65
"1"	"F6"	7350	6	6	"1"	"410136-00"	NA	"hsa-mir-21*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004494' target='_blank'>MIMAT0004494</a>"	NA	"hsa-mir-21*"	NA	1.29253495120021	-1.64458724666337	3.32553270107156	2.28051153199588	1.28626741820462	1.30111524163569	3.4737190540707	3.5867668638433	66
"1"	"F7"	5786	6	7	"1"	"410137-00"	NA	"hsa-mir-211"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000268' target='_blank'>MIMAT0000268</a>"	NA	"hsa-mir-211"	NA	1.01749758199244	-0.0983687592684133	0.267841258110996	0.100087148669832	1.01256371180026	1.02425208001416	0.276119654660731	0.718503469117533	67
"1"	"F8"	5613	6	8	"1"	""	44964	"hsa-mir-215"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000272' target='_blank'>MIMAT0000272</a>"	NA	"hsa-mir-215"	NA	0.987074650487998	0.0726643598615917	-0.070381644467123	-0.141097901403958	0.982288301820754	0.993627190653213	-0.319161207201606	0.535678277547947	68
"1"	"F9"	5815	6	9	"1"	""	44967	"hsa-mir-217"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000274' target='_blank'>MIMAT0000274</a>"	NA	"hsa-mir-217"	NA	1.02259737975908	-0.127039050914483	0.324537582820623	0.140517012555033	1.01763878052515	1.02938573198796	0.00650663640255955	0.792994937883368	69
"1"	"F10"	5019	6	10	"1"	"410143-00"	NA	"hsa-mir-218-1*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004565' target='_blank'>MIMAT0004565</a>"	NA	"hsa-mir-218-1*"	NA	0.882616723819573	0.659911023232823	-1.23167877817465	-0.969213044431883	0.878336894145442	0.888475836431227	-1.73537796898125	-0.920236448090037	70
"1"	"F11"	5545	6	11	"1"	"410145-00"	NA	"hsa-mir-219-1-3p"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004567' target='_blank'>MIMAT0004567</a>"	NA	"hsa-mir-219-1-3p"	NA	0.975116504000703	0.139891250617894	-0.2033247506828	-0.235898961548569	0.970388140672738	0.98158966188706	-0.600473951948887	0.0176873631534011	71
